"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"1573",1573,"1_story_1946_","RL",44,17485,"Pave","NA","IR2","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",96,"Gd","TA","PConc","Gd","TA","Gd","Unf",1346,"Unf",0,162,1508,"GasA","Ex","Y","SBrkr",1508,0,0,1508,1,0,1,0,1,1,"Gd",5,"Typ",2,"TA","Attchd",2009,"RFn",2,572,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"1","2010","Con","Partial",162015.318511503,3016,2,0,"FALSE","FALSE",TRUE,"Barato"
"1574",1574,"1_story_1946_","RL",NA,11200,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,3,"1960_1970","1960_1970","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1250,1250,"GasA","Ex","Y","SBrkr",1298,0,0,1298,0,0,2,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1964,"Unf",2,504,"TA","Fa","N",0,144,0,0,0,0,"NA","NA","NA",0,"6","2010","COD","Normal",181722.420373045,2548,2,144,"FALSE","FALSE",TRUE,"Barato"
"1575",1575,"1_story_1946_","RL",83,11980,"Pave","NA","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","1Story",7,5,"1980_1990","1980_1990","Gable","CompShg","Plywood","Plywood","BrkFace",177,"Gd","TA","CBlock","Gd","TA","Gd","Unf",1433,"Unf",0,0,1433,"GasA","Ex","Y","SBrkr",1433,0,0,1433,1,0,1,1,1,1,"Gd",4,"Typ",2,"TA","Attchd",1987,"RFn",2,528,"Gd","Gd","Y",0,278,0,0,266,0,"NA","MnPrv","NA",0,"6","2010","WD","Normal",156705.730169433,2866,2.5,544,"FALSE","FALSE",TRUE,"Barato"
"1576",1576,"2_story_1946_","RL",87,12361,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,7,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",85,"Gd","Gd","PConc","Gd","TA","No","Unf",860,"Unf",0,86,946,"GasA","Ex","Y","SBrkr",964,838,0,1802,0,1,2,1,3,1,"Gd",8,"Typ",1,"Gd","2Types",2000,"RFn",4,1017,"TA","TA","Y",450,92,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",182902.420342386,2748,3,542,"FALSE","FALSE",TRUE,"Barato"
"1577",1577,"1_story_1946_","RL",64,7360,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",80,"Gd","TA","PConc","Gd","TA","No","Unf",24,"Unf",0,1198,1222,"GasA","Ex","Y","SBrkr",1222,0,0,1222,0,0,2,0,2,1,"Gd",6,"Typ",0,"NA","Attchd",2009,"RFn",2,615,"TA","TA","Y",0,54,0,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",157574.595395085,2444,2,54,"FALSE","FALSE",TRUE,"Barato"
"1578",1578,"1_5 story_fin","RL",82,14235,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1.5Fin",6,8,"_1910","1990_","Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Fa","Gd","No","Unf",0,"Unf",0,676,676,"GasA","TA","Y","SBrkr",831,614,0,1445,0,0,2,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1957,"Unf",2,484,"TA","TA","N",0,59,0,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",184380.739100813,2121,2,59,"FALSE","FALSE",TRUE,"Barato"
"1579",1579,"split_foyer","RL",82,11105,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","Fa","Av","Unf",870,"Unf",0,0,870,"GasA","Gd","Y","SBrkr",965,0,0,965,1,0,1,0,2,1,"TA",4,"Typ",0,"NA","Attchd",1998,"Unf",2,580,"Gd","TA","Y",71,0,0,0,0,0,"NA","GdPrv","NA",0,"7","2010","WD","Normal",169364.469225677,1835,2,71,"FALSE","FALSE",TRUE,"Barato"
"1580",1580,"2_story_1946_","RL",NA,9337,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",353,"Unf",0,525,878,"GasA","Ex","Y","SBrkr",892,800,0,1692,0,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd",1997,"RFn",2,513,"TA","TA","Y",0,39,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",175846.179822063,2570,2.5,39,"FALSE","FALSE",TRUE,"Barato"
"1581",1581,"1_story_1946_","RL",38,15240,"Pave","NA","IR1","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,"1970_1980","1990_","Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","CBlock","Gd","TA","No","Rec",198,"Rec",688,140,1026,"GasA","Ex","Y","SBrkr",1026,0,0,1026,1,0,1,1,3,1,"TA",5,"Typ",0,"NA","Attchd",1977,"Unf",1,308,"TA","TA","Y",316,85,0,0,0,0,"NA","MnPrv","NA",0,"6","2010","WD","Normal",189673.295302136,2052,2.5,401,"FALSE","FALSE",TRUE,"Barato"
"1582",1582,"1_story_1946_","RL",68,7480,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"1970_1980","1970_1980","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",480,"Unf",0,396,876,"GasA","TA","Y","SBrkr",876,0,0,876,1,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1977,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"6","2010","WD","Normal",174401.317715566,1752,2,0,"FALSE","FALSE",TRUE,"Barato"
"1583",1583,"1_story_1946_","RL",80,10389,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","CemntBd","CmentBd","BrkFace",320,"Gd","TA","PConc","Gd","TA","No","Unf",1682,"Unf",0,296,1978,"GasA","Ex","Y","SBrkr",1978,0,0,1978,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2003,"RFn",3,850,"TA","TA","Y",188,25,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",179021.448718583,3956,3.5,213,"FALSE","FALSE",TRUE,"Barato"
"1584",1584,"2_story_1946_","RL",75,9375,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1040,1040,"GasA","Ex","Y","SBrkr",1044,1054,0,2098,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1997,"Fin",2,621,"TA","TA","Y",331,38,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",189196.845337149,3138,2.5,369,"FALSE","FALSE",TRUE,"Barato"
"1585",1585,"1_story_PUD_1946_","RM",NA,4435,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","Unf",672,"Unf",0,176,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,"Typ",0,"NA","Attchd",2003,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",139647.095720655,1696,2,140,"FALSE","FALSE",TRUE,"Barato"
"1586",1586,"1_story_1945_","RL",67,8777,"Pave","NA","Reg","Lvl","AllPub","Inside","Mod","Edwards","Feedr","Norm","1Fam","1Story",3,6,"1940_1950","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","N","SBrkr",640,0,0,640,0,0,1,0,2,1,"TA",5,"Min1",0,"NA","Detchd",1945,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,"NA","NA","NA",0,"4","2010","ConLD","Normal",161468.198288911,640,1,0,"FALSE","FALSE",TRUE,"Barato"
"1587",1587,"1_story_1946_","RL",68,8842,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,381,381,"GasA","Ex","Y","SBrkr",992,0,0,992,0,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1954,"Unf",1,319,"TA","TA","Y",60,0,56,0,0,0,"NA","MnPrv","NA",0,"1","2010","Oth","Abnorml",171557.32317862,1373,1,116,"FALSE","FALSE",TRUE,"Barato"
"1588",1588,"1_story_1946_","RL",60,10044,"Pave","NA","IR1","Low","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,"1960_1970","1960_1970","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","Unf",1070,"Unf",0,126,1196,"GasA","TA","Y","SBrkr",1196,0,0,1196,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1968,"RFn",1,336,"TA","TA","Y",257,0,168,0,0,0,"NA","MnPrv","NA",0,"6","2010","WD","Normal",179447.36804185,2392,2,425,"FALSE","FALSE",TRUE,"Barato"
"1589",1589,"1_5 story_fin","RL",89,11792,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,5,"1940_1950","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,744,744,"GasA","Ex","N","FuseF",792,328,0,1120,0,0,1,0,2,1,"Fa",5,"Typ",0,"NA","Detchd",1956,"Unf",2,480,"TA","Fa","P",0,0,0,0,160,0,"NA","NA","NA",0,"6","2010","WD","Abnorml",169611.619017694,1864,1,160,"FALSE","FALSE",TRUE,"Barato"
"1590",1590,"split_multi_level","RL",65,6305,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,"1970_1980","1970_1980","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",528,"Unf",0,480,1008,"GasA","TA","Y","SBrkr",1096,0,0,1096,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd",1975,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",172088.872655744,2104,2,0,"FALSE","FALSE",TRUE,"Barato"
"1591",1591,"1_story_1946_","RL",64,6410,"Pave","NA","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,"1950_1960","1950_1960","Hip","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA","Ex","Y","SBrkr",960,0,0,960,0,0,1,0,3,1,"TA",5,"Typ",0,"NA","NA",1966,"NA",0,0,"NA","NA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"5","2010","WD","Normal",171190.624128768,1920,1,0,"FALSE","FALSE",TRUE,"Barato"
"1592",1592,"1_story_1945_","RL",67,4853,"Pave","NA","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Artery","Norm","1Fam","1Story",5,6,"1920_1930","1990_","Gable","CompShg","MetalSd","VinylSd","BrkFace",203,"TA","TA","BrkTil","TA","TA","Mn","Unf",133,"Unf",0,974,1107,"GasA","Fa","N","FuseA",1296,0,0,1296,0,0,2,0,2,1,"Fa",5,"Typ",1,"Gd","Detchd",1979,"Unf",1,260,"TA","TA","Y",0,0,36,0,0,0,"NA","MnPrv","NA",0,"5","2010","WD","Normal",154850.508361878,2403,2,36,"FALSE","FALSE",TRUE,"Barato"
"1593",1593,"1_story_1945_","RL",NA,7890,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1Story",6,6,"1930_1940","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",238,"Unf",0,618,856,"GasA","TA","Y","SBrkr",856,0,0,856,1,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Detchd",1939,"Unf",2,399,"TA","TA","Y",0,0,0,0,166,0,"NA","NA","NA",0,"3","2010","WD","Normal",158617.655719941,1712,2,166,"FALSE","FALSE",TRUE,"Barato"
"1594",1594,"duplex_all_style_age","RH",60,7200,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","Duplex","2Story",4,6,"1960_1970","1960_1970","Flat","Tar&Grv","Plywood","CBlock","None",0,"TA","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","Y","SBrkr",862,1788,0,2650,0,0,3,0,6,2,"TA",10,"Min2",0,"NA","NA",1944,"NA",0,0,"NA","NA","Y",0,0,0,0,0,0,"NA","NA","Shed",500,"2","2010","WD","Normal",209258.33693701,2650,3,0,"FALSE","FALSE",TRUE,"Barato"
"1595",1595,"1_5 story_fin","RL",51,9839,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,2,"1930_1940","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","Fa","No","Unf",0,"Unf",0,894,894,"GasA","Ex","Y","SBrkr",894,772,0,1666,1,0,1,0,3,1,"TA",7,"Typ",1,"Gd","NA",1944,"NA",0,0,"NA","NA","N",0,156,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",177939.027626751,2560,2,156,"FALSE","FALSE",TRUE,"Barato"
"1596",1596,"1_5 story_fin","RL",78,10452,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,6,"1940_1950","1980_1990","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",371,"Gd","Gd","BrkTil","Gd","TA","No","BLQ",426,"BLQ",252,850,1528,"GasA","Ex","Y","SBrkr",1225,908,0,2133,1,0,1,1,4,1,"TA",8,"Typ",2,"TA","Attchd",1941,"Unf",1,312,"TA","TA","Y",0,0,86,0,0,0,"NA","NA","NA",0,"7","2010","WD","Normal",194631.100299584,3661,2.5,86,"FALSE","FALSE",TRUE,"Barato"
"1597",1597,"duplex_all_style_age","RL",78,15600,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,"1940_1950","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",430,"TA","Gd","CBlock","TA","TA","No","Unf",375,"Unf",0,657,1032,"GasA","Ex","Y","SBrkr",1102,1075,0,2177,0,0,2,1,5,2,"TA",11,"Typ",0,"NA","Detchd",1950,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",213618.871562568,3209,2.5,0,"FALSE","FALSE",TRUE,"Barato"
"1598",1598,"split_multi_level","RL",85,19645,"Pave","NA","IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",7,6,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",44,"TA","TA","PConc","Gd","TA","No","Unf",343,"Unf",0,80,423,"GasA","Ex","Y","SBrkr",896,756,0,1652,1,0,2,1,3,1,"Gd",6,"Typ",0,"NA","BuiltIn",1994,"RFn",2,473,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",198342.504228533,2075,3.5,0,"FALSE","FALSE",TRUE,"Barato"
"1599",1599,"1_story_PUD_1946_","RM",35,3907,"Pave","NA","IR1","HLS","AllPub","Inside","Mod","Blueste","Norm","Norm","TwnhsE","1Story",8,6,"1980_1990","1980_1990","Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Gd","Unf",747,"Unf",0,235,982,"GasA","Gd","Y","SBrkr",1034,0,0,1034,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",1989,"Fin",2,598,"TA","TA","Y",141,36,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",138607.971472497,2016,2,177,"FALSE","FALSE",TRUE,"Barato"
"1600",1600,"1_story_PUD_1946_","RM",35,3907,"Pave","NA","IR1","HLS","AllPub","Inside","Mod","Blueste","Norm","Norm","TwnhsE","1Story",8,5,"1980_1990","1980_1990","Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Av","Unf",76,"Unf",0,1115,1191,"GasA","Gd","Y","SBrkr",1191,0,0,1191,0,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1989,"Unf",2,531,"TA","TA","Y",112,81,0,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",150778.958976731,2382,2,193,"FALSE","FALSE",TRUE,"Barato"
"1601",1601,"1_story_1945_","RM",58,8154,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,5,"1940_1950","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",480,"Unf",0,0,480,"GasA","TA","Y","SBrkr",540,0,0,540,0,0,1,0,1,1,"TA",4,"Typ",0,"NA","Detchd",1951,"Unf",1,200,"Fa","Fa","N",0,0,0,0,0,0,"NA","NA","NA",0,"4","2010","ConLw","Normal",146966.230339786,1020,1,0,"FALSE","FALSE",TRUE,"Barato"
"1602",1602,"1_5 story_fin","RM",50,9140,"Pave","NA","Reg","HLS","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,5,"1920_1930","1970_1980","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",308,"Unf",0,321,629,"GasA","Fa","Y","SBrkr",727,380,0,1107,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1950,"Unf",1,625,"TA","TA","Y",0,56,0,0,200,0,"NA","MnPrv","NA",0,"4","2010","COD","Normal",162182.59620952,1736,1,256,"FALSE","FALSE",TRUE,"Barato"
"1603",1603,"1_story_1945_","C (all)",66,8712,"Grvl","NA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,7,"_1910","1940_1950","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA","Gd","Y","SBrkr",952,0,0,952,0,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1896,"RFn",1,330,"TA","TA","N",0,0,265,0,0,0,"NA","NA","NA",0,"6","2010","WD","Alloca",176825.940961269,1708,1,265,"FALSE","FALSE",TRUE,"Barato"
"1604",1604,"1_story_PUD_1946_","RM",44,3811,"Pave","NA","IR1","HLS","AllPub","Corner","Mod","Crawfor","Artery","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Hip","CompShg","CemntBd","CmentBd","Stone",186,"Gd","TA","PConc","Ex","TA","Gd","Unf",1373,"Unf",0,221,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2004,"Fin",2,525,"TA","TA","Y",128,53,0,0,155,0,"NA","NA","NA",0,"5","2010","WD","Normal",152799.812402444,3240,3.5,336,"FALSE","FALSE",TRUE,"Barato"
"1605",1605,"2_story_1946_","RL",85,11050,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",615,"Unf",0,434,1049,"GasA","Ex","Y","SBrkr",1036,880,0,1916,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1998,"Unf",3,741,"TA","TA","Y",0,70,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",180322.322067129,2965,3.5,70,"FALSE","FALSE",TRUE,"Barato"
"1606",1606,"split_multi_level","RL",74,9620,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,7,"1970_1980","1970_1980","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",679,"Unf",0,564,1243,"GasA","TA","Y","SBrkr",1285,0,0,1285,0,1,2,0,3,1,"Gd",6,"Typ",1,"Fa","Attchd",1977,"Unf",2,473,"TA","TA","Y",375,26,0,0,0,0,"NA","GdPrv","Shed",80,"5","2010","WD","Normal",177508.027228367,2528,2.5,401,"FALSE","FALSE",TRUE,"Barato"
"1607",1607,"duplex_all_style_age","RL",NA,12760,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",6,5,"1970_1980","1970_1980","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1958,1958,"GasA","TA","Y","SBrkr",2048,0,0,2048,0,0,3,0,5,2,"TA",9,"Typ",0,"NA","2Types",1976,"Unf",2,776,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"3","2010","ConLD","Normal",208029.642652019,4006,3,0,"FALSE","FALSE",TRUE,"Barato"
"1608",1608,"1_story_1946_","RL",88,11896,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",60,"Gd","TA","PConc","Gd","TA","No","Unf",78,"Unf",0,1258,1336,"GasA","Ex","Y","SBrkr",1346,0,0,1346,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2008,"Fin",3,660,"TA","TA","Y",100,48,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",181987.282510201,2682,3,148,"FALSE","FALSE",TRUE,"Barato"
"1609",1609,"1_story_1946_","RL",73,9803,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1214,1214,"GasA","Ex","Y","SBrkr",1214,0,0,1214,0,0,2,0,2,1,"Gd",6,"Typ",0,"NA","Attchd",2010,"RFn",2,520,"TA","TA","Y",0,25,0,0,0,0,"NA","NA","NA",0,"1","2010","New","Partial",160172.72797397,2428,2,25,"FALSE","FALSE",TRUE,"Barato"
"1610",1610,"2_story_1946_","RL",73,9802,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Gd","Y","SBrkr",744,700,0,1444,0,0,2,1,3,1,"TA",7,"Typ",0,"NA","BuiltIn",2007,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",176761.317654248,1828,2.5,100,"FALSE","FALSE",TRUE,"Barato"
"1611",1611,"1_story_1946_","RL",85,15300,"Pave","NA","Reg","Bnk","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,"1960_1970","1970_1980","Hip","CompShg","Plywood","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",42,"Unf",0,1026,1068,"GasA","TA","Y","SBrkr",1264,0,0,1264,1,0,1,0,2,1,"TA",7,"Typ",1,"TA","Attchd",1965,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",176515.497545231,2332,2,0,"FALSE","FALSE",TRUE,"Barato"
"1612",1612,"1_story_1946_","RL",93,10114,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1430,1430,"GasA","Ex","Y","SBrkr",1430,0,0,1430,0,0,2,0,3,1,"Gd",7,"Typ",0,"NA","Attchd",2004,"RFn",2,624,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",176270.453065471,2860,2,0,"FALSE","FALSE",TRUE,"Barato"
"1613",1613,"1_story_1946_","RL",NA,11875,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1344,1344,"GasA","Ex","Y","SBrkr",1344,0,0,1344,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",2001,"Unf",2,686,"TA","TA","Y",328,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",183050.846258475,2688,2,328,"FALSE","FALSE",TRUE,"Barato"
"1614",1614,"1_story_PUD_1946_","RM",31,2394,"Pave","NA","Reg","Low","AllPub","Inside","Mod","MeadowV","Norm","Norm","Twnhs","1Story",5,6,"1970_1980","1970_1980","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","Unf",915,"Unf",0,30,945,"GasA","Ex","Y","SBrkr",945,0,0,945,1,1,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1973,"RFn",1,253,"TA","TA","Y",174,0,56,0,108,0,"NA","NA","NA",0,"5","2010","WD","Normal",150011.102062216,1890,2.5,338,"FALSE","FALSE",TRUE,"Barato"
